"CountryCode","Country","ItemCode","Item","ElementGroup","ElementCode","Element","Year","Unit","Value","Flag"
"112","Jordan","1327","Other Herbicides","5161","5161","Use","2000","tonnes","95.000","Q"
"112","Jordan","1315","Other Insecticides","5161","5161","Use","1990","tonnes","123.000","Q"
"112","Jordan","1315","Other Insecticides","5161","5161","Use","1991","tonnes","141.000","Q"
"112","Jordan","1315","Other Insecticides","5161","5161","Use","1992","tonnes","85.000","Q"
"112","Jordan","1315","Other Insecticides","5161","5161","Use","1993","tonnes","56.000","Q"
"112","Jordan","1315","Other Insecticides","5161","5161","Use","1995","tonnes","28.000","Q"
"112","Jordan","1315","Other Insecticides","5161","5161","Use","1996","tonnes","27.000","Q"
"112","Jordan","1315","Other Insecticides","5161","5161","Use","1997","tonnes","34.000","Q"
"112","Jordan","1315","Other Insecticides","5161","5161","Use","1998","tonnes","21.000","Q"
"112","Jordan","1315","Other Insecticides","5161","5161","Use","1999","tonnes","26.000","Q"
"112","Jordan","1315","Other Insecticides","5161","5161","Use","2000","tonnes","6.000","Q"
"112","Jordan","1355","Other Pesticides nes","5161","5161","Use","2001","tonnes","65.000","Q"
"112","Jordan","1355","Other Pesticides nes","5161","5161","Use","2002","tonnes","287.000","Q"
"112","Jordan","1355","Other Pesticides nes","5161","5161","Use","2003","tonnes","307.000","Q"
"112","Jordan","1355","Other Pesticides nes","5161","5161","Use","2004","tonnes","87.000","Q"
"112","Jordan","1355","Other Pesticides nes","5161","5161","Use","2005","tonnes","133.000","Q"
"112","Jordan","1355","Other Pesticides nes","5161","5161","Use","2006","tonnes","90.000","Q"
"112","Jordan","1355","Other Pesticides nes","5161","5161","Use","2007","tonnes","87.000","Q"
"112","Jordan","1355","Other Pesticides nes","5161","5161","Use","2008","tonnes","132.000","Q"
"112","Jordan","1355","Other Pesticides nes","5161","5161","Use","2009","tonnes","127.000","Q"
"112","Jordan","1355","Other Pesticides nes","5161","5161","Use","2010","tonnes","125.000","Q"
"112","Jordan","1355","Other Pesticides nes","5161","5161","Use","2011","tonnes","92.300","Q"
"112","Jordan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2001","tonnes","65.000","Q"
"112","Jordan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2002","tonnes","287.000","Q"
"112","Jordan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2003","tonnes","307.000","Q"
"112","Jordan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2004","tonnes","87.000","Q"
"112","Jordan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2005","tonnes","133.000","Q"
"112","Jordan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2006","tonnes","90.000","Q"
"112","Jordan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2007","tonnes","87.000","Q"
"112","Jordan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2008","tonnes","132.000","Q"
"112","Jordan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2009","tonnes","127.000","Q"
"112","Jordan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2010","tonnes","125.000","Q"
"112","Jordan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2011","tonnes","92.300","Q"
"112","Jordan","1347","Other Rodenticides","5161","5161","Use","1990","tonnes","0.000","Q"
"112","Jordan","1347","Other Rodenticides","5161","5161","Use","1991","tonnes","0.000","Q"
"112","Jordan","1347","Other Rodenticides","5161","5161","Use","1992","tonnes","0.000","Q"
"112","Jordan","1347","Other Rodenticides","5161","5161","Use","1993","tonnes","0.000","Q"
"112","Jordan","1347","Other Rodenticides","5161","5161","Use","1996","tonnes","7.000","Q"
"112","Jordan","1344","Others-SeedTreat Ins","5161","5161","Use","1999","tonnes","14.000","Q"
"112","Jordan","1344","Others-SeedTreat Ins","5161","5161","Use","2000","tonnes","2.000","Q"
"112","Jordan","1339","Others-SeedTreatFung","5161","5161","Use","1999","tonnes","14.000","Q"
"112","Jordan","1321","Phenoxy Hormone Products","5161","5161","Use","1990","tonnes","10.000","Q"
"112","Jordan","1321","Phenoxy Hormone Products","5161","5161","Use","1991","tonnes","13.000","Q"
"112","Jordan","1321","Phenoxy Hormone Products","5161","5161","Use","1992","tonnes","36.000","Q"
"112","Jordan","1321","Phenoxy Hormone Products","5161","5161","Use","1993","tonnes","7.000","Q"
"112","Jordan","1321","Phenoxy Hormone Products","5161","5161","Use","1995","tonnes","15.000","Q"
"112","Jordan","1321","Phenoxy Hormone Products","5161","5161","Use","1996","tonnes","66.000","Q"
"112","Jordan","1321","Phenoxy Hormone Products","5161","5161","Use","1997","tonnes","16.000","Q"
"112","Jordan","1321","Phenoxy Hormone Products","5161","5161","Use","1998","tonnes","18.000","Q"
"112","Jordan","1321","Phenoxy Hormone Products","5161","5161","Use","1999","tonnes","2.000","Q"
"112","Jordan","1321","Phenoxy Hormone Products","5161","5161","Use","2000","tonnes","17.000","Q"
"112","Jordan","1313","Pyrethroids","5161","5161","Use","1990","tonnes","51.000","Q"
"112","Jordan","1313","Pyrethroids","5161","5161","Use","1991","tonnes","63.000","Q"
"112","Jordan","1313","Pyrethroids","5161","5161","Use","1992","tonnes","67.000","Q"
"112","Jordan","1313","Pyrethroids","5161","5161","Use","1993","tonnes","60.000","Q"
"112","Jordan","1313","Pyrethroids","5161","5161","Use","1995","tonnes","60.000","Q"
"112","Jordan","1313","Pyrethroids","5161","5161","Use","1996","tonnes","67.000","Q"
"112","Jordan","1313","Pyrethroids","5161","5161","Use","1997","tonnes","64.000","Q"
"112","Jordan","1313","Pyrethroids","5161","5161","Use","1998","tonnes","71.000","Q"
"112","Jordan","1313","Pyrethroids","5161","5161","Use","1999","tonnes","10.000","Q"
"112","Jordan","1313","Pyrethroids","5161","5161","Use","2000","tonnes","7.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","1990","tonnes","0.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","1991","tonnes","13.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","1992","tonnes","3.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","1993","tonnes","9.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","1995","tonnes","1.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","1996","tonnes","14.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","1997","tonnes","38.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","1998","tonnes","10.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","1999","tonnes","0.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","2000","tonnes","0.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","2002","tonnes","7.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","2003","tonnes","13.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","2004","tonnes","15.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","2005","tonnes","19.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","2006","tonnes","16.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","2007","tonnes","51.000","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","2008","tonnes","3.700","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","2009","tonnes","7.500","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","2010","tonnes","5.800","Q"
"112","Jordan","1345","Rodenticides + (Total)","5161","5161","Use","2011","tonnes","10.800","Q"
"112","Jordan","1352","Seed Treatm Fungicides + (Total)","5161","5161","Use","1999","tonnes","14.000","Q"
"112","Jordan","1353","Seed Treatm Insecticides + (Total)","5161","5161","Use","1999","tonnes","14.000","Q"
"112","Jordan","1353","Seed Treatm Insecticides + (Total)","5161","5161","Use","2000","tonnes","2.000","Q"
"112","Jordan","1322","Triazines","5161","5161","Use","1990","tonnes","1.000","Q"
"112","Jordan","1322","Triazines","5161","5161","Use","1991","tonnes","1.000","Q"
"112","Jordan","1322","Triazines","5161","5161","Use","1992","tonnes","1.000","Q"
"112","Jordan","1322","Triazines","5161","5161","Use","1993","tonnes","3.000","Q"
"112","Jordan","1335","Triazoles, Diazoles","5161","5161","Use","1990","tonnes","1.000","Q"
"112","Jordan","1335","Triazoles, Diazoles","5161","5161","Use","1991","tonnes","3.000","Q"
"112","Jordan","1335","Triazoles, Diazoles","5161","5161","Use","1992","tonnes","6.000","Q"
"112","Jordan","1335","Triazoles, Diazoles","5161","5161","Use","1993","tonnes","9.000","Q"
"112","Jordan","1335","Triazoles, Diazoles","5161","5161","Use","1995","tonnes","10.000","Q"
"112","Jordan","1335","Triazoles, Diazoles","5161","5161","Use","1996","tonnes","10.000","Q"
"112","Jordan","1335","Triazoles, Diazoles","5161","5161","Use","1997","tonnes","11.000","Q"
"112","Jordan","1335","Triazoles, Diazoles","5161","5161","Use","1998","tonnes","17.000","Q"
"112","Jordan","1335","Triazoles, Diazoles","5161","5161","Use","1999","tonnes","1.000","Q"
"112","Jordan","1335","Triazoles, Diazoles","5161","5161","Use","2000","tonnes","1.000","Q"
"112","Jordan","1326","Urea derivates","5161","5161","Use","1990","tonnes","2.000","Q"
"112","Jordan","1326","Urea derivates","5161","5161","Use","1991","tonnes","0.000","Q"
"112","Jordan","1326","Urea derivates","5161","5161","Use","1992","tonnes","1.000","Q"
"112","Jordan","1326","Urea derivates","5161","5161","Use","1993","tonnes","0.000","Q"
"112","Jordan","1326","Urea derivates","5161","5161","Use","1998","tonnes","0.000","Q"
"112","Jordan","1326","Urea derivates","5161","5161","Use","1999","tonnes","1.000","Q"
"112","Jordan","1326","Urea derivates","5161","5161","Use","2000","tonnes","2.000","Q"
"108","Kazakhstan","1323","Amides","5161","5161","Use","1994","tonnes","10.000","Q"
"108","Kazakhstan","1323","Amides","5161","5161","Use","1995","tonnes","3.000","Q"
"108","Kazakhstan","1323","Amides","5161","5161","Use","1996","tonnes","1.000","Q"
"108","Kazakhstan","1323","Amides","5161","5161","Use","1997","tonnes","3.000","Q"
"108","Kazakhstan","1334","Benzimidazoles","5161","5161","Use","1994","tonnes","1.000","Q"
"108","Kazakhstan","1334","Benzimidazoles","5161","5161","Use","1995","tonnes","3.000","Q"
"108","Kazakhstan","1334","Benzimidazoles","5161","5161","Use","1996","tonnes","9.000","Q"
"108","Kazakhstan","1334","Benzimidazoles","5161","5161","Use","1997","tonnes","167.000","Q"
"108","Kazakhstan","1314","Botanic.Produc&Biologic.","5161","5161","Use","1994","tonnes","14.000","Q"
"108","Kazakhstan","1314","Botanic.Produc&Biologic.","5161","5161","Use","1995","tonnes","3.000","Q"
"108","Kazakhstan","1314","Botanic.Produc&Biologic.","5161","5161","Use","1996","tonnes","23.000","Q"
"108","Kazakhstan","1314","Botanic.Produc&Biologic.","5161","5161","Use","1997","tonnes","0.000","Q"
"108","Kazakhstan","1324","Carbamates Herbicides","5161","5161","Use","1994","tonnes","1228.000","Q"
"108","Kazakhstan","1324","Carbamates Herbicides","5161","5161","Use","1995","tonnes","603.000","Q"
"108","Kazakhstan","1324","Carbamates Herbicides","5161","5161","Use","1996","tonnes","314.000","Q"
"108","Kazakhstan","1324","Carbamates Herbicides","5161","5161","Use","1997","tonnes","128.000","Q"
"108","Kazakhstan","1312","Carbamates Insecticides","5161","5161","Use","1994","tonnes","0.000","Q"
"108","Kazakhstan","1312","Carbamates Insecticides","5161","5161","Use","1997","tonnes","1.000","Q"
"108","Kazakhstan","1310","Chlorinated Hydrocarbons","5161","5161","Use","1994","tonnes","39.000","Q"
"108","Kazakhstan","1310","Chlorinated Hydrocarbons","5161","5161","Use","1995","tonnes","25.000","Q"
"108","Kazakhstan","1310","Chlorinated Hydrocarbons","5161","5161","Use","1996","tonnes","3.000","Q"
"108","Kazakhstan","1310","Chlorinated Hydrocarbons","5161","5161","Use","1997","tonnes","12.000","Q"
"108","Kazakhstan","1336","Diazines, Morpholines","5161","5161","Use","1994","tonnes","198.000","Q"
"108","Kazakhstan","1336","Diazines, Morpholines","5161","5161","Use","1995","tonnes","108.000","Q"
"108","Kazakhstan","1336","Diazines, Morpholines","5161","5161","Use","1996","tonnes","94.000","Q"
"108","Kazakhstan","1336","Diazines, Morpholines","5161","5161","Use","1997","tonnes","35.000","Q"
"108","Kazakhstan","1325","Dinitroanilines","5161","5161","Use","1994","tonnes","520.000","Q"
"108","Kazakhstan","1325","Dinitroanilines","5161","5161","Use","1995","tonnes","252.000","Q"
"108","Kazakhstan","1325","Dinitroanilines","5161","5161","Use","1996","tonnes","106.000","Q"
"108","Kazakhstan","1325","Dinitroanilines","5161","5161","Use","1997","tonnes","113.000","Q"
"108","Kazakhstan","1333","Dithiocarbamates","5161","5161","Use","1994","tonnes","1292.000","Q"
"108","Kazakhstan","1333","Dithiocarbamates","5161","5161","Use","1995","tonnes","1286.000","Q"
"108","Kazakhstan","1333","Dithiocarbamates","5161","5161","Use","1996","tonnes","1197.000","Q"
"108","Kazakhstan","1333","Dithiocarbamates","5161","5161","Use","1997","tonnes","1010.000","Q"
"108","Kazakhstan","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1994","tonnes","3308.000","Q"
"108","Kazakhstan","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1995","tonnes","2205.000","Q"
"108","Kazakhstan","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1996","tonnes","2051.000","Q"
"108","Kazakhstan","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1997","tonnes","1525.000","Q"
"108","Kazakhstan","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2000","tonnes","41.400","Q"
"108","Kazakhstan","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2001","tonnes","525.200","Q"
"108","Kazakhstan","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2002","tonnes","525.200","Q"
"108","Kazakhstan","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2003","tonnes","663.100","Q"
"108","Kazakhstan","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2004","tonnes","1142.300","Q"
"108","Kazakhstan","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2005","tonnes","795.300","Q"
"108","Kazakhstan","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2006","tonnes","1682.700","Q"
"108","Kazakhstan","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2007","tonnes","1740.700","Q"
"108","Kazakhstan","1320","Herbicides + (Total)","5161","5161","Use","1994","tonnes","9018.000","Q"
"108","Kazakhstan","1320","Herbicides + (Total)","5161","5161","Use","1995","tonnes","6516.000","Q"
"108","Kazakhstan","1320","Herbicides + (Total)","5161","5161","Use","1996","tonnes","8214.000","Q"
"108","Kazakhstan","1320","Herbicides + (Total)","5161","5161","Use","1997","tonnes","5184.000","Q"
"108","Kazakhstan","1320","Herbicides + (Total)","5161","5161","Use","2000","tonnes","2490.000","Q"
"108","Kazakhstan","1320","Herbicides + (Total)","5161","5161","Use","2001","tonnes","9420.100","Q"
"108","Kazakhstan","1320","Herbicides + (Total)","5161","5161","Use","2002","tonnes","9459.100","Q"
"108","Kazakhstan","1320","Herbicides + (Total)","5161","5161","Use","2003","tonnes","7552.900","Q"
"108","Kazakhstan","1320","Herbicides + (Total)","5161","5161","Use","2004","tonnes","14525.500","Q"
"108","Kazakhstan","1320","Herbicides + (Total)","5161","5161","Use","2005","tonnes","8677.400","Q"
"108","Kazakhstan","1320","Herbicides + (Total)","5161","5161","Use","2006","tonnes","12684.700","Q"
"108","Kazakhstan","1320","Herbicides + (Total)","5161","5161","Use","2007","tonnes","10540.300","Q"
"108","Kazakhstan","1332","Inorganics","5161","5161","Use","1994","tonnes","1342.000","Q"
"108","Kazakhstan","1332","Inorganics","5161","5161","Use","1995","tonnes","429.000","Q"
"108","Kazakhstan","1332","Inorganics","5161","5161","Use","1996","tonnes","369.000","Q"
"108","Kazakhstan","1332","Inorganics","5161","5161","Use","1997","tonnes","69.000","Q"
"108","Kazakhstan","1309","Insecticides + (Total)","5161","5161","Use","1994","tonnes","937.000","Q"
"108","Kazakhstan","1309","Insecticides + (Total)","5161","5161","Use","1995","tonnes","670.000","Q"
"108","Kazakhstan","1309","Insecticides + (Total)","5161","5161","Use","1996","tonnes","903.000","Q"
"108","Kazakhstan","1309","Insecticides + (Total)","5161","5161","Use","1997","tonnes","818.000","Q"
"108","Kazakhstan","1309","Insecticides + (Total)","5161","5161","Use","2000","tonnes","585.700","Q"
"108","Kazakhstan","1309","Insecticides + (Total)","5161","5161","Use","2001","tonnes","444.400","Q"
"108","Kazakhstan","1309","Insecticides + (Total)","5161","5161","Use","2002","tonnes","245.000","Q"
"108","Kazakhstan","1309","Insecticides + (Total)","5161","5161","Use","2003","tonnes","504.200","Q"
"108","Kazakhstan","1309","Insecticides + (Total)","5161","5161","Use","2004","tonnes","523.800","Q"
"108","Kazakhstan","1309","Insecticides + (Total)","5161","5161","Use","2005","tonnes","586.300","Q"
"108","Kazakhstan","1309","Insecticides + (Total)","5161","5161","Use","2006","tonnes","1047.000","Q"
"108","Kazakhstan","1309","Insecticides + (Total)","5161","5161","Use","2007","tonnes","766.200","Q"
"108","Kazakhstan","1316","Mineral Oils","5161","5161","Use","1994","tonnes","8.000","Q"
"108","Kazakhstan","1316","Mineral Oils","5161","5161","Use","1995","tonnes","23.000","Q"
"108","Kazakhstan","1316","Mineral Oils","5161","5161","Use","1996","tonnes","2.000","Q"
"108","Kazakhstan","1316","Mineral Oils","5161","5161","Use","1997","tonnes","1.000","Q"
"108","Kazakhstan","1354","Mineral Oils + (Total)","5161","5161","Use","1994","tonnes","8.000","Q"
"108","Kazakhstan","1354","Mineral Oils + (Total)","5161","5161","Use","1995","tonnes","23.000","Q"
"108","Kazakhstan","1354","Mineral Oils + (Total)","5161","5161","Use","1996","tonnes","2.000","Q"
"108","Kazakhstan","1354","Mineral Oils + (Total)","5161","5161","Use","1997","tonnes","1.000","Q"
"108","Kazakhstan","1311","Organo-Phosphates","5161","5161","Use","1994","tonnes","546.000","Q"
"108","Kazakhstan","1311","Organo-Phosphates","5161","5161","Use","1995","tonnes","421.000","Q"
"108","Kazakhstan","1311","Organo-Phosphates","5161","5161","Use","1996","tonnes","615.000","Q"
"108","Kazakhstan","1311","Organo-Phosphates","5161","5161","Use","1997","tonnes","287.000","Q"
"108","Kazakhstan","1327","Other Herbicides","5161","5161","Use","1994","tonnes","758.000","Q"
"108","Kazakhstan","1327","Other Herbicides","5161","5161","Use","1995","tonnes","414.000","Q"
"108","Kazakhstan","1327","Other Herbicides","5161","5161","Use","1996","tonnes","672.000","Q"
"108","Kazakhstan","1327","Other Herbicides","5161","5161","Use","1997","tonnes","117.000","Q"
"108","Kazakhstan","1315","Other Insecticides","5161","5161","Use","1994","tonnes","32.000","Q"
"108","Kazakhstan","1315","Other Insecticides","5161","5161","Use","1995","tonnes","16.000","Q"
"108","Kazakhstan","1315","Other Insecticides","5161","5161","Use","1996","tonnes","22.000","Q"
"108","Kazakhstan","1315","Other Insecticides","5161","5161","Use","1997","tonnes","30.000","Q"
"108","Kazakhstan","1355","Other Pesticides nes","5161","5161","Use","2000","tonnes","433.800","Q"
"108","Kazakhstan","1355","Other Pesticides nes","5161","5161","Use","2001","tonnes","127.800","Q"
"108","Kazakhstan","1355","Other Pesticides nes","5161","5161","Use","2002","tonnes","127.800","Q"
"108","Kazakhstan","1355","Other Pesticides nes","5161","5161","Use","2003","tonnes","693.900","Q"
"108","Kazakhstan","1355","Other Pesticides nes","5161","5161","Use","2004","tonnes","498.500","Q"
"108","Kazakhstan","1355","Other Pesticides nes","5161","5161","Use","2005","tonnes","1523.400","Q"
"108","Kazakhstan","1355","Other Pesticides nes","5161","5161","Use","2006","tonnes","1179.100","Q"
"108","Kazakhstan","1355","Other Pesticides nes","5161","5161","Use","2007","tonnes","557.200","Q"
"108","Kazakhstan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2000","tonnes","433.800","Q"
"108","Kazakhstan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2001","tonnes","127.800","Q"
"108","Kazakhstan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2002","tonnes","127.800","Q"
"108","Kazakhstan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2003","tonnes","693.900","Q"
"108","Kazakhstan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2004","tonnes","498.500","Q"
"108","Kazakhstan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2005","tonnes","1523.400","Q"
"108","Kazakhstan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2006","tonnes","1179.100","Q"
"108","Kazakhstan","1359","Other Pesticides nes + (Total)","5161","5161","Use","2007","tonnes","557.200","Q"
"108","Kazakhstan","1347","Other Rodenticides","5161","5161","Use","1994","tonnes","2.000","Q"
"108","Kazakhstan","1347","Other Rodenticides","5161","5161","Use","1996","tonnes","0.000","Q"
"108","Kazakhstan","1321","Phenoxy Hormone Products","5161","5161","Use","1994","tonnes","6368.000","Q"
"108","Kazakhstan","1321","Phenoxy Hormone Products","5161","5161","Use","1995","tonnes","5105.000","Q"
"108","Kazakhstan","1321","Phenoxy Hormone Products","5161","5161","Use","1996","tonnes","7034.000","Q"
"108","Kazakhstan","1321","Phenoxy Hormone Products","5161","5161","Use","1997","tonnes","4793.000","Q"
"108","Kazakhstan","1341","Plant Growth Regulators","5161","5161","Use","1994","tonnes","3909.000","Q"
"108","Kazakhstan","1341","Plant Growth Regulators","5161","5161","Use","1995","tonnes","4121.000","Q"
"108","Kazakhstan","1341","Plant Growth Regulators","5161","5161","Use","1996","tonnes","1877.000","Q"
"108","Kazakhstan","1341","Plant Growth Regulators","5161","5161","Use","1997","tonnes","584.000","Q"
"108","Kazakhstan","1356","Plant Growth Regulators + (Total)","5161","5161","Use","1994","tonnes","3909.000","Q"
"108","Kazakhstan","1356","Plant Growth Regulators + (Total)","5161","5161","Use","1995","tonnes","4121.000","Q"
"108","Kazakhstan","1356","Plant Growth Regulators + (Total)","5161","5161","Use","1996","tonnes","1877.000","Q"
"108","Kazakhstan","1356","Plant Growth Regulators + (Total)","5161","5161","Use","1997","tonnes","584.000","Q"
"108","Kazakhstan","1313","Pyrethroids","5161","5161","Use","1994","tonnes","306.000","Q"
"108","Kazakhstan","1313","Pyrethroids","5161","5161","Use","1995","tonnes","205.000","Q"
"108","Kazakhstan","1313","Pyrethroids","5161","5161","Use","1996","tonnes","240.000","Q"
"108","Kazakhstan","1313","Pyrethroids","5161","5161","Use","1997","tonnes","488.000","Q"
"108","Kazakhstan","1345","Rodenticides + (Total)","5161","5161","Use","1994","tonnes","2.000","Q"
"108","Kazakhstan","1345","Rodenticides + (Total)","5161","5161","Use","1996","tonnes","0.000","Q"
"108","Kazakhstan","1328","Sulfonyl Ureas","5161","5161","Use","1994","tonnes","55.000","Q"
"108","Kazakhstan","1328","Sulfonyl Ureas","5161","5161","Use","1995","tonnes","86.000","Q"
"108","Kazakhstan","1328","Sulfonyl Ureas","5161","5161","Use","1996","tonnes","33.000","Q"
"108","Kazakhstan","1328","Sulfonyl Ureas","5161","5161","Use","1997","tonnes","9.000","Q"
"108","Kazakhstan","1322","Triazines","5161","5161","Use","1994","tonnes","75.000","Q"
"108","Kazakhstan","1322","Triazines","5161","5161","Use","1995","tonnes","52.000","Q"
"108","Kazakhstan","1322","Triazines","5161","5161","Use","1996","tonnes","50.000","Q"
"108","Kazakhstan","1322","Triazines","5161","5161","Use","1997","tonnes","11.000","Q"
"108","Kazakhstan","1335","Triazoles, Diazoles","5161","5161","Use","1994","tonnes","475.000","Q"
"108","Kazakhstan","1335","Triazoles, Diazoles","5161","5161","Use","1995","tonnes","379.000","Q"
"108","Kazakhstan","1335","Triazoles, Diazoles","5161","5161","Use","1996","tonnes","382.000","Q"
"108","Kazakhstan","1335","Triazoles, Diazoles","5161","5161","Use","1997","tonnes","244.000","Q"
"108","Kazakhstan","1326","Urea derivates","5161","5161","Use","1994","tonnes","4.000","Q"
"108","Kazakhstan","1326","Urea derivates","5161","5161","Use","1995","tonnes","1.000","Q"
"108","Kazakhstan","1326","Urea derivates","5161","5161","Use","1996","tonnes","4.000","Q"
"108","Kazakhstan","1326","Urea derivates","5161","5161","Use","1997","tonnes","10.000","Q"
"114","Kenya","1323","Amides","5161","5161","Use","2000","tonnes","2.000","Q"
"114","Kenya","1323","Amides","5161","5161","Use","2001","tonnes","0.000","Q"
"114","Kenya","1334","Benzimidazoles","5161","5161","Use","2000","tonnes","5.000","Q"
"114","Kenya","1334","Benzimidazoles","5161","5161","Use","2001","tonnes","0.000","Q"
"114","Kenya","1329","Bipiridils","5161","5161","Use","2000","tonnes","13.000","Q"
"114","Kenya","1329","Bipiridils","5161","5161","Use","2001","tonnes","48.000","Q"
"114","Kenya","1312","Carbamates Insecticides","5161","5161","Use","2000","tonnes","34.000","Q"
"114","Kenya","1312","Carbamates Insecticides","5161","5161","Use","2001","tonnes","49.000","Q"
"114","Kenya","1310","Chlorinated Hydrocarbons","5161","5161","Use","2000","tonnes","2.000","Q"
"114","Kenya","1310","Chlorinated Hydrocarbons","5161","5161","Use","2001","tonnes","2.000","Q"
"114","Kenya","1336","Diazines, Morpholines","5161","5161","Use","2000","tonnes","23.000","Q"
"114","Kenya","1336","Diazines, Morpholines","5161","5161","Use","2001","tonnes","23.000","Q"
"114","Kenya","1325","Dinitroanilines","5161","5161","Use","2000","tonnes","1.000","Q"
"114","Kenya","1325","Dinitroanilines","5161","5161","Use","2001","tonnes","19.000","Q"
"114","Kenya","1333","Dithiocarbamates","5161","5161","Use","2000","tonnes","342.000","Q"
"114","Kenya","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1994","tonnes","1672.000","Q"
"114","Kenya","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1995","tonnes","2323.000","Q"
"114","Kenya","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1996","tonnes","3470.000","Q"
"114","Kenya","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1997","tonnes","2391.000","Q"
"114","Kenya","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2000","tonnes","1149.000","Q"
"114","Kenya","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2001","tonnes","711.000","Q"
"114","Kenya","1320","Herbicides + (Total)","5161","5161","Use","1994","tonnes","747.000","Q"
"114","Kenya","1320","Herbicides + (Total)","5161","5161","Use","1995","tonnes","871.000","Q"
"114","Kenya","1320","Herbicides + (Total)","5161","5161","Use","1996","tonnes","998.000","Q"
"114","Kenya","1320","Herbicides + (Total)","5161","5161","Use","1997","tonnes","703.000","Q"
"114","Kenya","1320","Herbicides + (Total)","5161","5161","Use","2000","tonnes","477.000","Q"
"114","Kenya","1320","Herbicides + (Total)","5161","5161","Use","2001","tonnes","562.000","Q"
"114","Kenya","1332","Inorganics","5161","5161","Use","2000","tonnes","148.000","Q"
"114","Kenya","1332","Inorganics","5161","5161","Use","2001","tonnes","414.000","Q"
"114","Kenya","1309","Insecticides + (Total)","5161","5161","Use","1994","tonnes","1050.000","Q"
"114","Kenya","1309","Insecticides + (Total)","5161","5161","Use","1995","tonnes","1413.000","Q"
"114","Kenya","1309","Insecticides + (Total)","5161","5161","Use","1996","tonnes","1876.000","Q"
"114","Kenya","1309","Insecticides + (Total)","5161","5161","Use","1997","tonnes","2078.000","Q"
"114","Kenya","1309","Insecticides + (Total)","5161","5161","Use","2000","tonnes","367.000","Q"
"114","Kenya","1309","Insecticides + (Total)","5161","5161","Use","2001","tonnes","303.000","Q"
