"CountryCode","Country","ItemCode","Item","ElementGroup","ElementCode","Element","Year","Unit","Value","Flag"
"3","Albania","1323","Amides","5161","5161","Use","1993","tonnes","1.000","Q"
"3","Albania","1323","Amides","5161","5161","Use","1994","tonnes","1.000","Q"
"3","Albania","1323","Amides","5161","5161","Use","1995","tonnes","1.000","Q"
"3","Albania","1346","Anticoagulants","5161","5161","Use","1993","tonnes","2.000","Q"
"3","Albania","1346","Anticoagulants","5161","5161","Use","1994","tonnes","3.000","Q"
"3","Albania","1346","Anticoagulants","5161","5161","Use","1995","tonnes","4.000","Q"
"3","Albania","1334","Benzimidazoles","5161","5161","Use","1993","tonnes","1.000","Q"
"3","Albania","1334","Benzimidazoles","5161","5161","Use","1994","tonnes","2.000","Q"
"3","Albania","1334","Benzimidazoles","5161","5161","Use","1995","tonnes","3.000","Q"
"3","Albania","1329","Bipiridils","5161","5161","Use","1993","tonnes","0.000","Q"
"3","Albania","1329","Bipiridils","5161","5161","Use","1994","tonnes","0.000","Q"
"3","Albania","1329","Bipiridils","5161","5161","Use","1995","tonnes","0.000","Q"
"3","Albania","1324","Carbamates Herbicides","5161","5161","Use","1993","tonnes","0.000","Q"
"3","Albania","1324","Carbamates Herbicides","5161","5161","Use","1994","tonnes","0.000","Q"
"3","Albania","1324","Carbamates Herbicides","5161","5161","Use","1995","tonnes","1.000","Q"
"3","Albania","1312","Carbamates Insecticides","5161","5161","Use","1993","tonnes","14.000","Q"
"3","Albania","1312","Carbamates Insecticides","5161","5161","Use","1994","tonnes","26.000","Q"
"3","Albania","1312","Carbamates Insecticides","5161","5161","Use","1995","tonnes","30.000","Q"
"3","Albania","1310","Chlorinated Hydrocarbons","5161","5161","Use","1993","tonnes","10.000","Q"
"3","Albania","1310","Chlorinated Hydrocarbons","5161","5161","Use","1994","tonnes","17.000","Q"
"3","Albania","1310","Chlorinated Hydrocarbons","5161","5161","Use","1995","tonnes","22.000","Q"
"3","Albania","1325","Dinitroanilines","5161","5161","Use","1993","tonnes","0.000","Q"
"3","Albania","1325","Dinitroanilines","5161","5161","Use","1994","tonnes","0.000","Q"
"3","Albania","1325","Dinitroanilines","5161","5161","Use","1995","tonnes","0.000","Q"
"3","Albania","1333","Dithiocarbamates","5161","5161","Use","1993","tonnes","9.000","Q"
"3","Albania","1333","Dithiocarbamates","5161","5161","Use","1994","tonnes","15.000","Q"
"3","Albania","1333","Dithiocarbamates","5161","5161","Use","1995","tonnes","19.000","Q"
"3","Albania","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1993","tonnes","44.000","Q"
"3","Albania","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1994","tonnes","74.000","Q"
"3","Albania","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1995","tonnes","94.000","Q"
"3","Albania","1320","Herbicides + (Total)","5161","5161","Use","1993","tonnes","6.000","Q"
"3","Albania","1320","Herbicides + (Total)","5161","5161","Use","1994","tonnes","7.000","Q"
"3","Albania","1320","Herbicides + (Total)","5161","5161","Use","1995","tonnes","8.000","Q"
"3","Albania","1332","Inorganics","5161","5161","Use","1993","tonnes","18.000","Q"
"3","Albania","1332","Inorganics","5161","5161","Use","1994","tonnes","32.000","Q"
"3","Albania","1332","Inorganics","5161","5161","Use","1995","tonnes","41.000","Q"
"3","Albania","1309","Insecticides + (Total)","5161","5161","Use","1993","tonnes","70.000","Q"
"3","Albania","1309","Insecticides + (Total)","5161","5161","Use","1994","tonnes","117.000","Q"
"3","Albania","1309","Insecticides + (Total)","5161","5161","Use","1995","tonnes","145.000","Q"
"3","Albania","1311","Organo-Phosphates","5161","5161","Use","1993","tonnes","30.000","Q"
"3","Albania","1311","Organo-Phosphates","5161","5161","Use","1994","tonnes","50.000","Q"
"3","Albania","1311","Organo-Phosphates","5161","5161","Use","1995","tonnes","64.000","Q"
"3","Albania","1337","Other Fungicides","5161","5161","Use","1993","tonnes","15.000","Q"
"3","Albania","1337","Other Fungicides","5161","5161","Use","1994","tonnes","24.000","Q"
"3","Albania","1337","Other Fungicides","5161","5161","Use","1995","tonnes","29.000","Q"
"3","Albania","1327","Other Herbicides","5161","5161","Use","1993","tonnes","1.000","Q"
"3","Albania","1327","Other Herbicides","5161","5161","Use","1994","tonnes","2.000","Q"
"3","Albania","1327","Other Herbicides","5161","5161","Use","1995","tonnes","2.000","Q"
"3","Albania","1315","Other Insecticides","5161","5161","Use","1993","tonnes","15.000","Q"
"3","Albania","1315","Other Insecticides","5161","5161","Use","1994","tonnes","22.000","Q"
"3","Albania","1315","Other Insecticides","5161","5161","Use","1995","tonnes","27.000","Q"
"3","Albania","1347","Other Rodenticides","5161","5161","Use","1993","tonnes","0.000","Q"
"3","Albania","1347","Other Rodenticides","5161","5161","Use","1994","tonnes","0.000","Q"
"3","Albania","1321","Phenoxy Hormone Products","5161","5161","Use","1993","tonnes","2.000","Q"
"3","Albania","1321","Phenoxy Hormone Products","5161","5161","Use","1994","tonnes","2.000","Q"
"3","Albania","1321","Phenoxy Hormone Products","5161","5161","Use","1995","tonnes","2.000","Q"
"3","Albania","1313","Pyrethroids","5161","5161","Use","1993","tonnes","1.000","Q"
"3","Albania","1313","Pyrethroids","5161","5161","Use","1994","tonnes","2.000","Q"
"3","Albania","1313","Pyrethroids","5161","5161","Use","1995","tonnes","2.000","Q"
"3","Albania","1345","Rodenticides + (Total)","5161","5161","Use","1993","tonnes","2.000","Q"
"3","Albania","1345","Rodenticides + (Total)","5161","5161","Use","1994","tonnes","3.000","Q"
"3","Albania","1345","Rodenticides + (Total)","5161","5161","Use","1995","tonnes","4.000","Q"
"3","Albania","1328","Sulfonyl Ureas","5161","5161","Use","1993","tonnes","1.000","Q"
"3","Albania","1328","Sulfonyl Ureas","5161","5161","Use","1994","tonnes","1.000","Q"
"3","Albania","1328","Sulfonyl Ureas","5161","5161","Use","1995","tonnes","1.000","Q"
"3","Albania","1322","Triazines","5161","5161","Use","1993","tonnes","1.000","Q"
"3","Albania","1322","Triazines","5161","5161","Use","1994","tonnes","1.000","Q"
"3","Albania","1322","Triazines","5161","5161","Use","1995","tonnes","1.000","Q"
"3","Albania","1335","Triazoles, Diazoles","5161","5161","Use","1993","tonnes","1.000","Q"
"3","Albania","1335","Triazoles, Diazoles","5161","5161","Use","1994","tonnes","1.000","Q"
"3","Albania","1335","Triazoles, Diazoles","5161","5161","Use","1995","tonnes","2.000","Q"
"4","Algeria","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1990","tonnes","5459.000","Q"
"4","Algeria","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1991","tonnes","6188.000","Q"
"4","Algeria","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1992","tonnes","3164.000","Q"
"4","Algeria","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1993","tonnes","3183.000","Q"
"4","Algeria","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1994","tonnes","3474.000","Q"
"4","Algeria","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1995","tonnes","4999.000","Q"
"4","Algeria","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1996","tonnes","923.000","Q"
"4","Algeria","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1997","tonnes","178.000","Q"
"4","Algeria","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1998","tonnes","359.000","Q"
"4","Algeria","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1999","tonnes","1055.000","Q"
"4","Algeria","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2004","tonnes","1913.764","Q"
"4","Algeria","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2005","tonnes","1831.892","Q"
"4","Algeria","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2006","tonnes","1013.438","Q"
"4","Algeria","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2007","tonnes","1298.748","Q"
"4","Algeria","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2008","tonnes","1238.231","Q"
"4","Algeria","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2009","tonnes","2011.691","Q"
"4","Algeria","1320","Herbicides + (Total)","5161","5161","Use","1990","tonnes","292.000","Q"
"4","Algeria","1320","Herbicides + (Total)","5161","5161","Use","1991","tonnes","381.000","Q"
"4","Algeria","1320","Herbicides + (Total)","5161","5161","Use","1992","tonnes","205.000","Q"
"4","Algeria","1320","Herbicides + (Total)","5161","5161","Use","1993","tonnes","297.000","Q"
"4","Algeria","1320","Herbicides + (Total)","5161","5161","Use","1994","tonnes","395.000","Q"
"4","Algeria","1320","Herbicides + (Total)","5161","5161","Use","1995","tonnes","1601.000","Q"
"4","Algeria","1320","Herbicides + (Total)","5161","5161","Use","1996","tonnes","213.000","Q"
"4","Algeria","1320","Herbicides + (Total)","5161","5161","Use","1997","tonnes","241.000","Q"
"4","Algeria","1320","Herbicides + (Total)","5161","5161","Use","1998","tonnes","203.000","Q"
"4","Algeria","1320","Herbicides + (Total)","5161","5161","Use","1999","tonnes","372.000","Q"
"4","Algeria","1320","Herbicides + (Total)","5161","5161","Use","2004","tonnes","300.264","Q"
"4","Algeria","1320","Herbicides + (Total)","5161","5161","Use","2005","tonnes","446.169","Q"
"4","Algeria","1320","Herbicides + (Total)","5161","5161","Use","2006","tonnes","530.398","Q"
"4","Algeria","1320","Herbicides + (Total)","5161","5161","Use","2007","tonnes","591.378","Q"
"4","Algeria","1320","Herbicides + (Total)","5161","5161","Use","2008","tonnes","948.040","Q"
"4","Algeria","1320","Herbicides + (Total)","5161","5161","Use","2009","tonnes","596.011","Q"
"4","Algeria","1309","Insecticides + (Total)","5161","5161","Use","1990","tonnes","3832.000","Q"
"4","Algeria","1309","Insecticides + (Total)","5161","5161","Use","1991","tonnes","6432.000","Q"
"4","Algeria","1309","Insecticides + (Total)","5161","5161","Use","1992","tonnes","2285.000","Q"
"4","Algeria","1309","Insecticides + (Total)","5161","5161","Use","1993","tonnes","1960.000","Q"
"4","Algeria","1309","Insecticides + (Total)","5161","5161","Use","1994","tonnes","2243.000","Q"
"4","Algeria","1309","Insecticides + (Total)","5161","5161","Use","1995","tonnes","4514.000","Q"
"4","Algeria","1309","Insecticides + (Total)","5161","5161","Use","1996","tonnes","1602.000","Q"
"4","Algeria","1309","Insecticides + (Total)","5161","5161","Use","1997","tonnes","1784.000","Q"
"4","Algeria","1309","Insecticides + (Total)","5161","5161","Use","1998","tonnes","283.000","Q"
"4","Algeria","1309","Insecticides + (Total)","5161","5161","Use","1999","tonnes","1049.000","Q"
"4","Algeria","1309","Insecticides + (Total)","5161","5161","Use","2004","tonnes","4453.232","Q"
"4","Algeria","1309","Insecticides + (Total)","5161","5161","Use","2005","tonnes","996.548","Q"
"4","Algeria","1309","Insecticides + (Total)","5161","5161","Use","2006","tonnes","762.583","Q"
"4","Algeria","1309","Insecticides + (Total)","5161","5161","Use","2007","tonnes","2280.467","Q"
"4","Algeria","1309","Insecticides + (Total)","5161","5161","Use","2008","tonnes","1262.595","Q"
"4","Algeria","1309","Insecticides + (Total)","5161","5161","Use","2009","tonnes","1603.602","Q"
"4","Algeria","1355","Other Pesticides nes","5161","5161","Use","1990","tonnes","335.000","Q"
"4","Algeria","1355","Other Pesticides nes","5161","5161","Use","1991","tonnes","548.000","Q"
"4","Algeria","1355","Other Pesticides nes","5161","5161","Use","1992","tonnes","387.000","Q"
"4","Algeria","1355","Other Pesticides nes","5161","5161","Use","1993","tonnes","89.000","Q"
"4","Algeria","1355","Other Pesticides nes","5161","5161","Use","1994","tonnes","235.000","Q"
"4","Algeria","1355","Other Pesticides nes","5161","5161","Use","1995","tonnes","698.000","Q"
"4","Algeria","1355","Other Pesticides nes","5161","5161","Use","1996","tonnes","24.000","Q"
"4","Algeria","1355","Other Pesticides nes","5161","5161","Use","1997","tonnes","58.000","Q"
"4","Algeria","1355","Other Pesticides nes","5161","5161","Use","1998","tonnes","186.000","Q"
"4","Algeria","1355","Other Pesticides nes","5161","5161","Use","1999","tonnes","232.000","Q"
"4","Algeria","1359","Other Pesticides nes + (Total)","5161","5161","Use","1990","tonnes","335.000","Q"
"4","Algeria","1359","Other Pesticides nes + (Total)","5161","5161","Use","1991","tonnes","548.000","Q"
"4","Algeria","1359","Other Pesticides nes + (Total)","5161","5161","Use","1992","tonnes","387.000","Q"
"4","Algeria","1359","Other Pesticides nes + (Total)","5161","5161","Use","1993","tonnes","89.000","Q"
"4","Algeria","1359","Other Pesticides nes + (Total)","5161","5161","Use","1994","tonnes","235.000","Q"
"4","Algeria","1359","Other Pesticides nes + (Total)","5161","5161","Use","1995","tonnes","698.000","Q"
"4","Algeria","1359","Other Pesticides nes + (Total)","5161","5161","Use","1996","tonnes","24.000","Q"
"4","Algeria","1359","Other Pesticides nes + (Total)","5161","5161","Use","1997","tonnes","58.000","Q"
"4","Algeria","1359","Other Pesticides nes + (Total)","5161","5161","Use","1998","tonnes","186.000","Q"
"4","Algeria","1359","Other Pesticides nes + (Total)","5161","5161","Use","1999","tonnes","232.000","Q"
"4","Algeria","1341","Plant Growth Regulators","5161","5161","Use","2004","tonnes","3652.893","Q"
"4","Algeria","1341","Plant Growth Regulators","5161","5161","Use","2005","tonnes","4023.044","Q"
"4","Algeria","1341","Plant Growth Regulators","5161","5161","Use","2006","tonnes","4810.518","Q"
"4","Algeria","1341","Plant Growth Regulators","5161","5161","Use","2007","tonnes","6176.187","Q"
"4","Algeria","1341","Plant Growth Regulators","5161","5161","Use","2008","tonnes","14411.275","Q"
"4","Algeria","1341","Plant Growth Regulators","5161","5161","Use","2009","tonnes","4060.263","Q"
"4","Algeria","1356","Plant Growth Regulators + (Total)","5161","5161","Use","2004","tonnes","3652.893","Q"
"4","Algeria","1356","Plant Growth Regulators + (Total)","5161","5161","Use","2005","tonnes","4023.044","Q"
"4","Algeria","1356","Plant Growth Regulators + (Total)","5161","5161","Use","2006","tonnes","4810.518","Q"
"4","Algeria","1356","Plant Growth Regulators + (Total)","5161","5161","Use","2007","tonnes","6176.187","Q"
"4","Algeria","1356","Plant Growth Regulators + (Total)","5161","5161","Use","2008","tonnes","14411.275","Q"
"4","Algeria","1356","Plant Growth Regulators + (Total)","5161","5161","Use","2009","tonnes","4060.263","Q"
"7","Angola","1346","Anticoagulants","5161","5161","Use","1990","tonnes","3.000","Q"
"7","Angola","1346","Anticoagulants","5161","5161","Use","1993","tonnes","2.000","Q"
"7","Angola","1346","Anticoagulants","5161","5161","Use","1994","tonnes","2.000","Q"
"7","Angola","1346","Anticoagulants","5161","5161","Use","1995","tonnes","1.000","Q"
"7","Angola","1346","Anticoagulants","5161","5161","Use","1996","tonnes","1.000","Q"
"7","Angola","1324","Carbamates Herbicides","5161","5161","Use","1995","tonnes","18.000","Q"
"7","Angola","1312","Carbamates Insecticides","5161","5161","Use","1990","tonnes","5.000","Q"
"7","Angola","1312","Carbamates Insecticides","5161","5161","Use","1991","tonnes","5.000","Q"
"7","Angola","1312","Carbamates Insecticides","5161","5161","Use","1992","tonnes","5.000","Q"
"7","Angola","1312","Carbamates Insecticides","5161","5161","Use","1993","tonnes","20.000","Q"
"7","Angola","1312","Carbamates Insecticides","5161","5161","Use","1996","tonnes","8.000","Q"
"7","Angola","1310","Chlorinated Hydrocarbons","5161","5161","Use","1990","tonnes","30.000","Q"
"7","Angola","1310","Chlorinated Hydrocarbons","5161","5161","Use","1991","tonnes","40.000","Q"
"7","Angola","1310","Chlorinated Hydrocarbons","5161","5161","Use","1992","tonnes","1.000","Q"
"7","Angola","1310","Chlorinated Hydrocarbons","5161","5161","Use","1993","tonnes","20.000","Q"
"7","Angola","1310","Chlorinated Hydrocarbons","5161","5161","Use","1994","tonnes","1.000","Q"
"7","Angola","1333","Dithiocarbamates","5161","5161","Use","1992","tonnes","1.000","Q"
"7","Angola","1333","Dithiocarbamates","5161","5161","Use","1994","tonnes","0.000","Q"
"7","Angola","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1990","tonnes","5.000","Q"
"7","Angola","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1991","tonnes","5.000","Q"
"7","Angola","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1992","tonnes","8.000","Q"
"7","Angola","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1993","tonnes","13.000","Q"
"7","Angola","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1994","tonnes","1.000","Q"
"7","Angola","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1995","tonnes","1.000","Q"
"7","Angola","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","1996","tonnes","1.000","F"
"7","Angola","1320","Herbicides + (Total)","5161","5161","Use","1992","tonnes","2.000","Q"
"7","Angola","1320","Herbicides + (Total)","5161","5161","Use","1993","tonnes","1.000","Q"
"7","Angola","1320","Herbicides + (Total)","5161","5161","Use","1994","tonnes","1.000","F"
"7","Angola","1320","Herbicides + (Total)","5161","5161","Use","1995","tonnes","129.000","Q"
"7","Angola","1320","Herbicides + (Total)","5161","5161","Use","1996","tonnes","1.000","Q"
"7","Angola","1332","Inorganics","5161","5161","Use","1992","tonnes","7.000","Q"
"7","Angola","1332","Inorganics","5161","5161","Use","1993","tonnes","7.000","Q"
"7","Angola","1332","Inorganics","5161","5161","Use","1994","tonnes","0.000","Q"
"7","Angola","1309","Insecticides + (Total)","5161","5161","Use","1990","tonnes","56.000","Q"
"7","Angola","1309","Insecticides + (Total)","5161","5161","Use","1991","tonnes","74.000","Q"
"7","Angola","1309","Insecticides + (Total)","5161","5161","Use","1992","tonnes","13.000","Q"
"7","Angola","1309","Insecticides + (Total)","5161","5161","Use","1993","tonnes","153.000","Q"
"7","Angola","1309","Insecticides + (Total)","5161","5161","Use","1994","tonnes","22.000","Q"
"7","Angola","1309","Insecticides + (Total)","5161","5161","Use","1995","tonnes","205.000","Q"
"7","Angola","1309","Insecticides + (Total)","5161","5161","Use","1996","tonnes","37.000","Q"
"7","Angola","1311","Organo-Phosphates","5161","5161","Use","1990","tonnes","17.000","Q"
"7","Angola","1311","Organo-Phosphates","5161","5161","Use","1991","tonnes","12.000","Q"
"7","Angola","1311","Organo-Phosphates","5161","5161","Use","1992","tonnes","2.000","Q"
"7","Angola","1311","Organo-Phosphates","5161","5161","Use","1993","tonnes","24.000","Q"
"7","Angola","1311","Organo-Phosphates","5161","5161","Use","1994","tonnes","12.000","Q"
"7","Angola","1311","Organo-Phosphates","5161","5161","Use","1995","tonnes","197.000","Q"
"7","Angola","1311","Organo-Phosphates","5161","5161","Use","1996","tonnes","10.000","Q"
"7","Angola","1337","Other Fungicides","5161","5161","Use","1990","tonnes","5.000","Q"
"7","Angola","1337","Other Fungicides","5161","5161","Use","1991","tonnes","5.000","Q"
"7","Angola","1337","Other Fungicides","5161","5161","Use","1993","tonnes","6.000","Q"
"7","Angola","1327","Other Herbicides","5161","5161","Use","1992","tonnes","1.000","Q"
"7","Angola","1327","Other Herbicides","5161","5161","Use","1993","tonnes","1.000","Q"
"7","Angola","1327","Other Herbicides","5161","5161","Use","1996","tonnes","1.000","Q"
"7","Angola","1315","Other Insecticides","5161","5161","Use","1992","tonnes","2.000","Q"
"7","Angola","1315","Other Insecticides","5161","5161","Use","1993","tonnes","52.000","Q"
"7","Angola","1315","Other Insecticides","5161","5161","Use","1994","tonnes","2.000","Q"
"7","Angola","1315","Other Insecticides","5161","5161","Use","1995","tonnes","2.000","F"
"7","Angola","1315","Other Insecticides","5161","5161","Use","1996","tonnes","9.000","Q"
"7","Angola","1313","Pyrethroids","5161","5161","Use","1990","tonnes","4.000","Q"
"7","Angola","1313","Pyrethroids","5161","5161","Use","1991","tonnes","17.000","Q"
"7","Angola","1313","Pyrethroids","5161","5161","Use","1992","tonnes","3.000","Q"
"7","Angola","1313","Pyrethroids","5161","5161","Use","1993","tonnes","37.000","Q"
"7","Angola","1313","Pyrethroids","5161","5161","Use","1994","tonnes","7.000","Q"
"7","Angola","1313","Pyrethroids","5161","5161","Use","1995","tonnes","6.000","Q"
"7","Angola","1313","Pyrethroids","5161","5161","Use","1996","tonnes","10.000","Q"
"7","Angola","1345","Rodenticides + (Total)","5161","5161","Use","1990","tonnes","3.000","Q"
"7","Angola","1345","Rodenticides + (Total)","5161","5161","Use","1993","tonnes","2.000","Q"
"7","Angola","1345","Rodenticides + (Total)","5161","5161","Use","1994","tonnes","2.000","Q"
"7","Angola","1345","Rodenticides + (Total)","5161","5161","Use","1995","tonnes","1.000","Q"
"7","Angola","1345","Rodenticides + (Total)","5161","5161","Use","1996","tonnes","1.000","Q"
"7","Angola","1322","Triazines","5161","5161","Use","1992","tonnes","1.000","Q"
"7","Angola","1322","Triazines","5161","5161","Use","1995","tonnes","111.000","Q"
"8","Antigua and Barbuda","1323","Amides","5161","5161","Use","2011","tonnes","0.040","Q"
"8","Antigua and Barbuda","1346","Anticoagulants","5161","5161","Use","2010","tonnes","0.130","Q"
"8","Antigua and Barbuda","1346","Anticoagulants","5161","5161","Use","2011","tonnes","0.001","Q"
"8","Antigua and Barbuda","1334","Benzimidazoles","5161","5161","Use","2010","tonnes","0.080","Q"
"8","Antigua and Barbuda","1334","Benzimidazoles","5161","5161","Use","2011","tonnes","0.120","Q"
"8","Antigua and Barbuda","1329","Bipiridils","5161","5161","Use","2010","tonnes","0.770","Q"
"8","Antigua and Barbuda","1329","Bipiridils","5161","5161","Use","2011","tonnes","2.170","Q"
"8","Antigua and Barbuda","1314","Botanic.Produc&Biologic.","5161","5161","Use","2010","tonnes","0.010","Q"
"8","Antigua and Barbuda","1314","Botanic.Produc&Biologic.","5161","5161","Use","2011","tonnes","0.000","Q"
"8","Antigua and Barbuda","1324","Carbamates Herbicides","5161","5161","Use","2011","tonnes","0.010","Q"
"8","Antigua and Barbuda","1312","Carbamates Insecticides","5161","5161","Use","2010","tonnes","0.570","Q"
"8","Antigua and Barbuda","1312","Carbamates Insecticides","5161","5161","Use","2011","tonnes","10.550","Q"
"8","Antigua and Barbuda","1325","Dinitroanilines","5161","5161","Use","2010","tonnes","0.080","Q"
"8","Antigua and Barbuda","1325","Dinitroanilines","5161","5161","Use","2011","tonnes","0.020","Q"
"8","Antigua and Barbuda","1333","Dithiocarbamates","5161","5161","Use","2010","tonnes","0.170","Q"
"8","Antigua and Barbuda","1333","Dithiocarbamates","5161","5161","Use","2011","tonnes","0.190","Q"
"8","Antigua and Barbuda","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2010","tonnes","0.540","Q"
"8","Antigua and Barbuda","1331","Fungicides&Bactericides + (Total)","5161","5161","Use","2011","tonnes","1.690","Q"
"8","Antigua and Barbuda","1320","Herbicides + (Total)","5161","5161","Use","2010","tonnes","3.700","Q"
"8","Antigua and Barbuda","1320","Herbicides + (Total)","5161","5161","Use","2011","tonnes","18.650","Q"
"8","Antigua and Barbuda","1332","Inorganics","5161","5161","Use","2010","tonnes","0.270","Q"
"8","Antigua and Barbuda","1332","Inorganics","5161","5161","Use","2011","tonnes","0.460","Q"
"8","Antigua and Barbuda","1309","Insecticides + (Total)","5161","5161","Use","2010","tonnes","3.280","Q"
"8","Antigua and Barbuda","1309","Insecticides + (Total)","5161","5161","Use","2011","tonnes","18.920","Q"
"8","Antigua and Barbuda","1311","Organo-Phosphates","5161","5161","Use","2010","tonnes","1.190","Q"
"8","Antigua and Barbuda","1311","Organo-Phosphates","5161","5161","Use","2011","tonnes","2.660","Q"
"8","Antigua and Barbuda","1337","Other Fungicides","5161","5161","Use","2010","tonnes","0.020","Q"
"8","Antigua and Barbuda","1337","Other Fungicides","5161","5161","Use","2011","tonnes","0.920","Q"
"8","Antigua and Barbuda","1327","Other Herbicides","5161","5161","Use","2010","tonnes","2.660","Q"
"8","Antigua and Barbuda","1327","Other Herbicides","5161","5161","Use","2011","tonnes","4.760","Q"
"8","Antigua and Barbuda","1315","Other Insecticides","5161","5161","Use","2010","tonnes","0.470","Q"
"8","Antigua and Barbuda","1315","Other Insecticides","5161","5161","Use","2011","tonnes","3.680","Q"
"8","Antigua and Barbuda","1321","Phenoxy Hormone Products","5161","5161","Use","2010","tonnes","0.070","Q"
"8","Antigua and Barbuda","1313","Pyrethroids","5161","5161","Use","2010","tonnes","1.040","Q"
"8","Antigua and Barbuda","1313","Pyrethroids","5161","5161","Use","2011","tonnes","2.030","Q"
"8","Antigua and Barbuda","1345","Rodenticides + (Total)","5161","5161","Use","2010","tonnes","0.130","Q"
"8","Antigua and Barbuda","1345","Rodenticides + (Total)","5161","5161","Use","2011","tonnes","0.001","Q"
"8","Antigua and Barbuda","1328","Sulfonyl Ureas","5161","5161","Use","2010","tonnes","0.010","Q"
"8","Antigua and Barbuda","1328","Sulfonyl Ureas","5161","5161","Use","2011","tonnes","0.000","Q"
"8","Antigua and Barbuda","1322","Triazines","5161","5161","Use","2010","tonnes","0.000","Q"
"8","Antigua and Barbuda","1322","Triazines","5161","5161","Use","2011","tonnes","0.030","Q"
"8","Antigua and Barbuda","1330","Uracil","5161","5161","Use","2010","tonnes","0.110","Q"
"8","Antigua and Barbuda","1330","Uracil","5161","5161","Use","2011","tonnes","2.510","Q"
"8","Antigua and Barbuda","1326","Urea derivates","5161","5161","Use","2011","tonnes","9.110","Q"
"9","Argentina","1323","Amides","5161","5161","Use","1993","tonnes","2388.000","Q"
"9","Argentina","1323","Amides","5161","5161","Use","1994","tonnes","3892.000","Q"
"9","Argentina","1323","Amides","5161","5161","Use","1995","tonnes","7159.000","Q"
"9","Argentina","1323","Amides","5161","5161","Use","1996","tonnes","9570.000","Q"
"9","Argentina","1323","Amides","5161","5161","Use","1997","tonnes","14770.000","Q"
"9","Argentina","1323","Amides","5161","5161","Use","1998","tonnes","7462.000","Q"
"9","Argentina","1346","Anticoagulants","5161","5161","Use","1993","tonnes","1.000","Q"
"9","Argentina","1346","Anticoagulants","5161","5161","Use","1994","tonnes","1.000","Q"
"9","Argentina","1346","Anticoagulants","5161","5161","Use","1995","tonnes","1.000","Q"
"9","Argentina","1346","Anticoagulants","5161","5161","Use","1996","tonnes","3.000","Q"
"9","Argentina","1346","Anticoagulants","5161","5161","Use","1997","tonnes","3.000","Q"
"9","Argentina","1346","Anticoagulants","5161","5161","Use","1998","tonnes","3.000","Q"
"9","Argentina","1334","Benzimidazoles","5161","5161","Use","1993","tonnes","228.000","Q"
"9","Argentina","1334","Benzimidazoles","5161","5161","Use","1994","tonnes","362.000","Q"
"9","Argentina","1334","Benzimidazoles","5161","5161","Use","1995","tonnes","386.000","Q"
"9","Argentina","1334","Benzimidazoles","5161","5161","Use","1996","tonnes","285.000","Q"
"9","Argentina","1334","Benzimidazoles","5161","5161","Use","1997","tonnes","497.000","Q"
"9","Argentina","1334","Benzimidazoles","5161","5161","Use","1998","tonnes","462.000","Q"
"9","Argentina","1329","Bipiridils","5161","5161","Use","1993","tonnes","1042.000","Q"
"9","Argentina","1329","Bipiridils","5161","5161","Use","1994","tonnes","1247.000","Q"
"9","Argentina","1329","Bipiridils","5161","5161","Use","1995","tonnes","912.000","Q"
"9","Argentina","1329","Bipiridils","5161","5161","Use","1996","tonnes","1730.000","Q"
"9","Argentina","1329","Bipiridils","5161","5161","Use","1997","tonnes","1930.000","Q"
"9","Argentina","1329","Bipiridils","5161","5161","Use","1998","tonnes","440.000","Q"
"9","Argentina","1314","Botanic.Produc&Biologic.","5161","5161","Use","1993","tonnes","23.000","Q"
"9","Argentina","1314","Botanic.Produc&Biologic.","5161","5161","Use","1994","tonnes","37.000","Q"
"9","Argentina","1314","Botanic.Produc&Biologic.","5161","5161","Use","1995","tonnes","16.000","Q"
"9","Argentina","1314","Botanic.Produc&Biologic.","5161","5161","Use","1996","tonnes","48.000","Q"
